,0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.622
581,0.0
582,0.0
583,0.766
584,0.0
585,0.874
586,0.0
587,0.532
588,0.45999999999999996
589,0.82
590,0.6399999999999999
591,0.0
592,0.766
593,0.352
594,0.0
595,0.0
596,0.856
597,0.09999999999999998
598,0.18999999999999995
599,0.0
600,0.0
601,0.856
602,0.0
603,0.874
604,0.0
605,0.532
606,0.0
607,0.748
608,0.0
609,0.136
610,0.0
611,0.0
612,0.0
613,0.802
614,0.42399999999999993
615,0.856
616,0.766
617,0.44199999999999995
618,0.784
619,0.622
620,0.0
621,0.0
622,0.0
623,0.0
624,0.856
625,0.2799999999999999
626,0.784
627,0.784
628,0.0
629,0.0
630,0.838
631,0.766
632,0.838
633,0.29799999999999993
634,0.0
635,0.20799999999999996
636,0.6759999999999999
637,0.0
638,0.856
639,0.0
640,0.0
641,0.0
642,0.532
643,0.0
644,0.0
645,0.6759999999999999
646,0.0
647,0.838
648,0.0
649,0.748
650,0.622
651,0.856
652,0.622
653,0.244
654,0.0
655,0.0
656,0.694
657,0.0
658,0.09999999999999998
659,0.0
660,0.3879999999999999
661,0.0
662,0.0
663,0.856
664,0.0
665,0.0
666,0.874
667,0.31599999999999995
668,0.784
669,0.6759999999999999
670,0.29799999999999993
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.838
678,0.6759999999999999
679,0.0
680,0.0
681,0.874
682,0.0
683,0.73
684,0.856
685,0.0
686,0.0
687,0.856
688,0.42399999999999993
689,0.478
690,0.874
691,0.0
692,0.6579999999999999
693,0.694
694,0.784
695,0.4059999999999999
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.874
704,0.0
705,0.0
706,0.20799999999999996
707,0.0
708,0.0
709,0.82
710,0.0
711,0.4959999999999999
712,0.838
713,0.0
714,0.73
715,0.0
716,0.6399999999999999
717,0.262
718,0.0
719,0.0
720,0.4959999999999999
721,0.784
722,0.2799999999999999
723,0.0
724,0.20799999999999996
725,0.586
726,0.6579999999999999
727,0.712
728,0.262
729,0.0
730,0.0
731,0.0
732,0.0
733,0.694
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.118
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.73
748,0.0
749,0.0
750,0.0
751,0.0
752,0.3879999999999999
753,0.0
754,0.2799999999999999
755,0.20799999999999996
756,0.586
757,0.4959999999999999
758,0.0
759,0.0
760,0.478
761,0.0
762,0.29799999999999993
763,0.20799999999999996
764,0.42399999999999993
765,0.802
766,0.55
767,0.0
768,0.82
769,0.0
770,0.0
771,0.0
772,0.0
773,0.856
774,0.622
775,0.586
776,0.42399999999999993
777,0.118
778,0.838
779,0.712
780,0.45999999999999996
781,0.5680000000000001
782,0.0
783,0.694
784,0.0
785,0.82
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.136
794,0.712
795,0.0
796,0.2799999999999999
797,0.712
798,0.622
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.22599999999999998
805,0.0
806,0.802
807,0.3879999999999999
808,0.0
809,0.0
810,0.0
811,0.856
812,0.532
813,0.0
814,0.6579999999999999
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.2799999999999999
822,0.712
823,0.0
824,0.0
825,0.0
826,0.136
827,0.0
828,0.0
829,0.352
830,0.4059999999999999
831,0.622
832,0.0
833,0.874
834,0.478
835,0.604
836,0.33399999999999996
837,0.262
838,0.694
839,0.0
840,0.838
841,0.748
842,0.0
843,0.0
844,0.694
845,0.73
846,0.262
847,0.802
848,0.0
849,0.0
850,0.0
851,0.0
852,0.748
853,0.0
854,0.784
855,0.0
856,0.0
857,0.0
858,0.0
859,0.748
860,0.0
861,0.586
862,0.532
863,0.838
864,0.0
865,0.0
866,0.0
867,0.0
868,0.622
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.352
875,0.0
876,0.4059999999999999
877,0.29799999999999993
878,0.5680000000000001
879,0.17199999999999993
880,0.874
881,0.0
882,0.6759999999999999
883,0.712
884,0.784
885,0.0
886,0.0
887,0.0
888,0.478
889,0.0
890,0.4059999999999999
891,0.802
892,0.0
893,0.0
894,0.18999999999999995
895,0.0
896,0.0
897,0.0
898,0.748
899,0.55
900,0.18999999999999995
901,0.874
902,0.44199999999999995
903,0.0
904,0.17199999999999993
905,0.0
906,0.712
907,0.856
908,0.0
909,0.44199999999999995
910,0.748
911,0.45999999999999996
912,0.784
913,0.44199999999999995
914,0.838
915,0.0
916,0.0
917,0.856
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.712
924,0.0
925,0.0
926,0.244
927,0.856
928,0.802
929,0.0
930,0.0
931,0.0
932,0.4959999999999999
933,0.136
934,0.0
935,0.874
936,0.82
937,0.0
938,0.44199999999999995
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.118
945,0.82
946,0.622
947,0.0
948,0.20799999999999996
949,0.802
950,0.6399999999999999
951,0.0
952,0.244
953,0.766
954,0.0
955,0.694
956,0.29799999999999993
957,0.0
958,0.15400000000000003
959,0.766
960,0.0
961,0.514
962,0.0
963,0.0
964,0.0
965,0.0
966,0.244
967,0.0
968,0.09999999999999998
969,0.0
970,0.31599999999999995
971,0.766
972,0.0
973,0.73
974,0.0
975,0.802
976,0.0
977,0.262
978,0.0
979,0.0
980,0.5680000000000001
981,0.09999999999999998
982,0.352
983,0.856
984,0.0
985,0.586
986,0.0
987,0.712
988,0.874
989,0.0
990,0.6399999999999999
991,0.0
992,0.82
993,0.0
994,0.20799999999999996
995,0.82
996,0.694
997,0.784
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.45999999999999996
1004,0.0
1005,0.33399999999999996
1006,0.0
1007,0.0
1008,0.478
1009,0.0
1010,0.45999999999999996
1011,0.766
1012,0.874
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.856
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.6399999999999999
1023,0.0
1024,0.874
1025,0.0
1026,0.586
1027,0.586
1028,0.856
1029,0.82
1030,0.37
1031,0.586
1032,0.0
1033,0.0
1034,0.55
1035,0.0
1036,0.0
1037,0.856
1038,0.586
1039,0.136
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.766
1045,0.42399999999999993
1046,0.0
1047,0.0
1048,0.0
1049,0.856
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.09999999999999998
1056,0.33399999999999996
1057,0.82
1058,0.0
1059,0.874
1060,0.712
1061,0.802
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.6579999999999999
1068,0.82
1069,0.0
1070,0.0
1071,0.0
1072,0.45999999999999996
1073,0.694
1074,0.73
1075,0.0
1076,0.0
1077,0.82
1078,0.784
1079,0.712
1080,0.0
1081,0.82
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.712
1090,0.694
1091,0.784
1092,0.118
1093,0.42399999999999993
1094,0.0
1095,0.0
1096,0.0
1097,0.55
1098,0.42399999999999993
1099,0.0
1100,0.09999999999999998
1101,0.0
1102,0.0
1103,0.73
1104,0.0
1105,0.802
1106,0.748
1107,0.0
1108,0.0
1109,0.0
1110,0.802
1111,0.712
1112,0.6579999999999999
1113,0.6399999999999999
1114,0.0
1115,0.712
1116,0.856
1117,0.0
1118,0.0
1119,0.5680000000000001
1120,0.0
1121,0.838
1122,0.352
1123,0.0
1124,0.352
1125,0.33399999999999996
1126,0.0
1127,0.0
1128,0.37
1129,0.33399999999999996
1130,0.0
1131,0.22599999999999998
1132,0.838
1133,0.118
1134,0.6579999999999999
1135,0.33399999999999996
1136,0.55
1137,0.0
1138,0.586
1139,0.874
1140,0.0
1141,0.73
1142,0.856
1143,0.20799999999999996
1144,0.604
1145,0.0
1146,0.694
1147,0.0
1148,0.0
1149,0.0
1150,0.604
1151,0.0
1152,0.0
1153,0.0
1154,0.73
1155,0.0
1156,0.4959999999999999
1157,0.0
1158,0.0
1159,0.2799999999999999
1160,0.874
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.33399999999999996
1171,0.37
1172,0.874
1173,0.856
1174,0.712
1175,0.586
1176,0.0
1177,0.838
1178,0.0
1179,0.20799999999999996
1180,0.0
1181,0.55
1182,0.766
1183,0.0
1184,0.532
1185,0.262
1186,0.748
1187,0.0
1188,0.4059999999999999
1189,0.766
1190,0.0
1191,0.3879999999999999
1192,0.784
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.784
1198,0.4059999999999999
1199,0.694
1200,0.0
1201,0.838
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.586
1207,0.0
1208,0.478
1209,0.532
1210,0.6399999999999999
1211,0.874
1212,0.82
1213,0.856
1214,0.856
1215,0.604
1216,0.874
1217,0.0
1218,0.82
1219,0.712
1220,0.82
1221,0.2799999999999999
1222,0.0
1223,0.0
1224,0.0
1225,0.3879999999999999
1226,0.766
1227,0.118
1228,0.18999999999999995
1229,0.4059999999999999
1230,0.874
1231,0.0
1232,0.766
1233,0.514
1234,0.22599999999999998
1235,0.0
1236,0.0
1237,0.18999999999999995
1238,0.532
1239,0.0
1240,0.856
1241,0.5680000000000001
1242,0.0
1243,0.874
1244,0.244
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.82
1250,0.0
1251,0.0
1252,0.4059999999999999
1253,0.532
1254,0.0
1255,0.4059999999999999
1256,0.82
1257,0.262
1258,0.18999999999999995
1259,0.0
1260,0.802
1261,0.604
1262,0.0
1263,0.136
1264,0.514
1265,0.6399999999999999
1266,0.0
1267,0.0
1268,0.586
1269,0.73
1270,0.694
1271,0.6579999999999999
1272,0.0
1273,0.784
1274,0.20799999999999996
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.856
1281,0.856
1282,0.0
1283,0.712
1284,0.604
1285,0.0
1286,0.0
1287,0.712
1288,0.586
1289,0.0
1290,0.4959999999999999
1291,0.0
1292,0.0
1293,0.0
1294,0.6579999999999999
1295,0.0
1296,0.45999999999999996
1297,0.712
1298,0.0
1299,0.0
1300,0.478
1301,0.0
1302,0.17199999999999993
1303,0.0
1304,0.856
1305,0.874
1306,0.766
1307,0.244
1308,0.0
1309,0.15400000000000003
1310,0.856
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.5680000000000001
1318,0.586
1319,0.514
1320,0.0
1321,0.874
1322,0.838
1323,0.874
1324,0.856
1325,0.0
1326,0.838
1327,0.0
1328,0.748
1329,0.4059999999999999
1330,0.0
1331,0.0
1332,0.838
1333,0.874
1334,0.0
1335,0.2799999999999999
1336,0.0
1337,0.838
1338,0.0
1339,0.802
1340,0.44199999999999995
1341,0.532
1342,0.694
1343,0.874
1344,0.33399999999999996
1345,0.0
1346,0.874
1347,0.0
1348,0.0
1349,0.0
1350,0.586
1351,0.0
1352,0.0
1353,0.262
1354,0.0
1355,0.0
1356,0.802
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.15400000000000003
1362,0.0
1363,0.82
1364,0.0
1365,0.5680000000000001
1366,0.0
1367,0.4959999999999999
1368,0.0
1369,0.0
1370,0.244
1371,0.748
1372,0.838
1373,0.0
1374,0.4059999999999999
1375,0.622
1376,0.4959999999999999
1377,0.244
1378,0.0
1379,0.5680000000000001
1380,0.0
1381,0.0
1382,0.0
1383,0.802
1384,0.838
1385,0.532
1386,0.0
1387,0.244
1388,0.0
1389,0.118
1390,0.6399999999999999
1391,0.0
1392,0.6399999999999999
1393,0.514
1394,0.0
1395,0.0
1396,0.766
1397,0.0
1398,0.45999999999999996
1399,0.802
1400,0.22599999999999998
1401,0.0
1402,0.766
1403,0.0
1404,0.0
1405,0.514
1406,0.0
1407,0.262
1408,0.766
1409,0.712
1410,0.802
1411,0.0
1412,0.856
1413,0.0
1414,0.0
1415,0.42399999999999993
1416,0.0
1417,0.0
1418,0.44199999999999995
1419,0.0
1420,0.20799999999999996
1421,0.0
1422,0.712
1423,0.0
1424,0.136
1425,0.0
1426,0.31599999999999995
1427,0.0
1428,0.33399999999999996
1429,0.0
1430,0.0
1431,0.37
1432,0.18999999999999995
1433,0.0
1434,0.73
1435,0.0
1436,0.0
1437,0.0
1438,0.55
1439,0.262
1440,0.748
1441,0.0
1442,0.478
1443,0.5680000000000001
1444,0.0
1445,0.0
1446,0.514
1447,0.0
1448,0.29799999999999993
1449,0.6399999999999999
1450,0.82
1451,0.0
1452,0.0
1453,0.694
1454,0.31599999999999995
1455,0.0
1456,0.856
1457,0.0
1458,0.784
1459,0.0
1460,0.0
1461,0.586
1462,0.0
1463,0.0
1464,0.874
1465,0.838
1466,0.856
1467,0.118
1468,0.856
1469,0.82
1470,0.6579999999999999
1471,0.0
1472,0.0
1473,0.262
1474,0.532
1475,0.73
1476,0.0
1477,0.45999999999999996
1478,0.856
1479,0.6399999999999999
1480,0.0
1481,0.22599999999999998
1482,0.748
1483,0.838
1484,0.0
1485,0.0
1486,0.0
1487,0.5680000000000001
1488,0.6579999999999999
1489,0.838
1490,0.0
1491,0.37
1492,0.0
1493,0.37
1494,0.6399999999999999
1495,0.0
1496,0.0
1497,0.712
1498,0.0
1499,0.0
1500,0.0
1501,0.532
1502,0.802
1503,0.0
1504,0.0
1505,0.0
1506,0.802
1507,0.0
1508,0.244
1509,0.20799999999999996
1510,0.856
1511,0.586
1512,0.17199999999999993
1513,0.0
1514,0.0
1515,0.802
1516,0.874
1517,0.0
1518,0.874
1519,0.0
1520,0.5680000000000001
1521,0.73
1522,0.0
1523,0.784
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.874
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.09999999999999998
1539,0.0
1540,0.82
1541,0.856
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.136
1547,0.0
1548,0.766
1549,0.874
1550,0.82
1551,0.0
1552,0.766
1553,0.856
1554,0.136
1555,0.42399999999999993
1556,0.712
1557,0.784
1558,0.244
1559,0.0
1560,0.856
1561,0.4959999999999999
1562,0.4059999999999999
1563,0.748
1564,0.0
1565,0.18999999999999995
1566,0.2799999999999999
1567,0.712
1568,0.0
1569,0.784
1570,0.0
1571,0.532
1572,0.604
1573,0.802
1574,0.0
1575,0.0
1576,0.3879999999999999
1577,0.514
1578,0.0
1579,0.0
1580,0.766
1581,0.784
1582,0.0
1583,0.0
1584,0.802
1585,0.514
1586,0.42399999999999993
1587,0.838
1588,0.37
1589,0.6759999999999999
1590,0.15400000000000003
1591,0.478
1592,0.0
1593,0.33399999999999996
1594,0.0
1595,0.0
1596,0.18999999999999995
1597,0.0
1598,0.0
1599,0.37
1600,0.0
1601,0.802
1602,0.55
1603,0.55
1604,0.0
1605,0.73
1606,0.4059999999999999
1607,0.0
1608,0.244
1609,0.0
1610,0.766
1611,0.856
1612,0.0
1613,0.838
1614,0.0
1615,0.0
1616,0.586
1617,0.604
1618,0.0
1619,0.856
1620,0.44199999999999995
1621,0.0
1622,0.0
1623,0.0
1624,0.712
1625,0.694
1626,0.0
1627,0.856
1628,0.5680000000000001
1629,0.45999999999999996
1630,0.0
1631,0.0
1632,0.31599999999999995
1633,0.5680000000000001
1634,0.29799999999999993
1635,0.0
1636,0.0
1637,0.82
1638,0.6399999999999999
1639,0.802
1640,0.82
1641,0.0
1642,0.874
1643,0.0
1644,0.0
1645,0.712
1646,0.0
1647,0.73
1648,0.3879999999999999
1649,0.136
1650,0.0
1651,0.694
1652,0.0
1653,0.0
1654,0.3879999999999999
1655,0.262
1656,0.874
1657,0.44199999999999995
1658,0.22599999999999998
1659,0.0
1660,0.0
1661,0.0
1662,0.4059999999999999
1663,0.514
1664,0.0
1665,0.0
1666,0.3879999999999999
1667,0.0
1668,0.0
1669,0.0
1670,0.45999999999999996
1671,0.0
1672,0.0
1673,0.0
1674,0.712
1675,0.0
1676,0.784
1677,0.0
1678,0.0
1679,0.622
1680,0.838
1681,0.856
1682,0.2799999999999999
1683,0.0
1684,0.0
1685,0.0
1686,0.352
1687,0.0
1688,0.586
1689,0.09999999999999998
1690,0.0
1691,0.856
1692,0.6579999999999999
1693,0.766
1694,0.0
1695,0.0
1696,0.73
1697,0.0
1698,0.6759999999999999
1699,0.0
1700,0.0
1701,0.802
1702,0.856
1703,0.478
1704,0.874
1705,0.712
1706,0.22599999999999998
1707,0.6399999999999999
1708,0.42399999999999993
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.6399999999999999
1716,0.586
1717,0.4059999999999999
1718,0.0
1719,0.3879999999999999
1720,0.0
1721,0.802
1722,0.586
1723,0.0
1724,0.118
1725,0.22599999999999998
1726,0.0
1727,0.748
1728,0.0
1729,0.784
1730,0.4059999999999999
1731,0.352
1732,0.0
1733,0.0
1734,0.44199999999999995
1735,0.0
1736,0.0
1737,0.694
1738,0.0
1739,0.82
1740,0.0
1741,0.0
1742,0.262
1743,0.0
1744,0.784
1745,0.856
1746,0.0
1747,0.0
1748,0.45999999999999996
1749,0.0
1750,0.0
1751,0.6579999999999999
1752,0.856
1753,0.262
1754,0.0
1755,0.784
1756,0.784
1757,0.0
1758,0.82
1759,0.18999999999999995
1760,0.6399999999999999
1761,0.748
1762,0.712
1763,0.766
1764,0.694
1765,0.0
1766,0.0
1767,0.352
1768,0.352
1769,0.0
1770,0.874
1771,0.838
1772,0.0
1773,0.0
1774,0.262
1775,0.0
1776,0.874
1777,0.0
1778,0.0
1779,0.0
1780,0.712
1781,0.874
1782,0.0
1783,0.838
1784,0.0
1785,0.0
1786,0.604
1787,0.29799999999999993
1788,0.0
1789,0.45999999999999996
1790,0.0
1791,0.0
1792,0.856
1793,0.4959999999999999
1794,0.0
1795,0.0
1796,0.766
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.784
1804,0.0
1805,0.838
1806,0.0
1807,0.0
1808,0.784
1809,0.0
1810,0.37
1811,0.0
1812,0.0
1813,0.37
1814,0.118
1815,0.478
1816,0.0
1817,0.874
1818,0.0
1819,0.0
1820,0.0
1821,0.784
1822,0.82
1823,0.604
1824,0.55
1825,0.0
1826,0.0
1827,0.45999999999999996
1828,0.20799999999999996
1829,0.0
1830,0.31599999999999995
1831,0.0
1832,0.748
1833,0.0
1834,0.478
1835,0.766
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.4959999999999999
1842,0.0
1843,0.0
1844,0.0
1845,0.29799999999999993
1846,0.712
1847,0.0
1848,0.0
1849,0.31599999999999995
1850,0.838
1851,0.838
1852,0.0
1853,0.856
1854,0.6399999999999999
1855,0.0
1856,0.0
1857,0.18999999999999995
1858,0.55
1859,0.0
1860,0.856
1861,0.82
1862,0.45999999999999996
1863,0.622
1864,0.0
1865,0.82
1866,0.0
1867,0.0
1868,0.856
1869,0.0
1870,0.0
1871,0.784
1872,0.0
1873,0.0
1874,0.0
1875,0.09999999999999998
1876,0.0
1877,0.0
1878,0.0
1879,0.31599999999999995
1880,0.784
1881,0.0
1882,0.33399999999999996
1883,0.82
1884,0.532
1885,0.874
1886,0.802
1887,0.0
1888,0.622
1889,0.0
1890,0.784
1891,0.532
1892,0.0
1893,0.0
1894,0.15400000000000003
1895,0.712
1896,0.694
1897,0.3879999999999999
1898,0.586
1899,0.0
1900,0.73
1901,0.838
1902,0.0
1903,0.0
1904,0.874
1905,0.0
1906,0.0
1907,0.09999999999999998
1908,0.0
1909,0.0
1910,0.0
1911,0.6759999999999999
1912,0.33399999999999996
1913,0.0
1914,0.0
1915,0.0
1916,0.33399999999999996
1917,0.694
1918,0.0
1919,0.604
1920,0.5680000000000001
1921,0.0
1922,0.622
1923,0.622
1924,0.73
1925,0.6579999999999999
1926,0.0
1927,0.802
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.784
1934,0.0
1935,0.6399999999999999
1936,0.0
1937,0.6579999999999999
1938,0.802
1939,0.4059999999999999
1940,0.0
1941,0.0
1942,0.0
1943,0.6579999999999999
1944,0.0
1945,0.6399999999999999
1946,0.874
1947,0.82
1948,0.0
1949,0.0
1950,0.0
1951,0.586
1952,0.0
1953,0.0
1954,0.0
1955,0.874
1956,0.0
1957,0.838
1958,0.622
1959,0.0
1960,0.694
1961,0.0
1962,0.748
1963,0.0
1964,0.352
1965,0.0
1966,0.0
1967,0.0
1968,0.29799999999999993
1969,0.82
1970,0.838
1971,0.748
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.514
1978,0.856
1979,0.2799999999999999
